i_move_id,i_id_pers,i_id_session,dt_start_utc,dt_end_utc,i_pid_start,i_pid_end,i_duration_secs,i_distance_m,r_speed_ms,geom_2154
52,8,0,2019-07-12 08:53:06+02,2019-07-12 08:55:16+02,32842,32865,130,206,1.58,01020000206A080000050000009FF5206158012C419042DC2CD7A258417A68D3D059012C41CD65DDCAD5A25841ABF4773570012C4150E09851E3A258416DF105997B012C41046C9D91CBA25841A7F3806B6B012C413B8E353ABFA25841
53,8,0,2019-07-12 09:02:06+02,2019-07-12 09:08:31+02,32895,32971,385,550,1.43,01020000206A0800000C0000009DB98D63DD012C41897523B2E0A25841C1B8416CA7012C410147CF83E3A25841070787BA5A012C417C5F1664E2A258418A72E50A41012C41EDEB37C5EBA2584112D90F0FE8002C41A3FFBA5AFBA25841F522901A06002C41C309C515FAA25841B0238CAB9BFF2B41DFC27C7607A3584198B0159447FF2B413F7ED46F08A35841EA50DB0BEFFE2B410D86229106A35841C018D53AA2FE2B41A6CD74490EA35841701AE6EA98FE2B4142218A6714A35841A2DA42C780FE2B411A7080C011A35841
54,8,0,2019-07-12 09:50:26+02,2019-07-12 09:57:06+02,33474,33551,400,590,1.48,01020000206A080000130000009FC94C5381FE2B4121E955BC10A358413E37F2D98AFE2B415161574212A3584160E33BB795FE2B414D62FFF10FA35841D6222C6AB6FE2B41EBCA9E290FA35841A9C6DDE916FF2B41DEB7A29311A35841CE3FAECD69FF2B41B0FFE28C0BA3584198F2A436A0FF2B4131D5776803A3584162BF2C432B002C41FE063C6805A35841707CA5266A002C419A8BF96204A358412FF196EC9C002C41C14DB935FBA25841583C4873D5002C41FE4D6EADE9A258413B61E117E3002C41E7293399E9A258416348B00ACE002C413F470225E7A2584132D77668D6002C41FDA33067E4A25841B166A271F3002C412A9CABADE2A25841A64C56FB59012C4185AD0DC7E8A25841B3A8DD866A012C4114F64EB1E7A258411FB5A55A29012C4136112E31DEA25841EB90A615F4002C41F86057BCDBA25841
55,8,0,2019-07-12 10:10:31+02,2019-07-12 10:12:06+02,33622,33639,95,103,1.08,01020000206A08000005000000845B5F163C012C41E452B21DD8A2584102FF569E52012C4139D0F85AE2A25841881C64004D012C41C1047D7FE6A258414E17DAAE6C012C41EFF5638BE6A2584100C84F2C4A012C41591430E7EBA25841
56,8,0,2019-07-12 11:51:42+02,2019-07-12 11:52:17+02,33944,33949,35,42,1.2,01020000206A0800000300000021137C4DBD012C41B5A32928E1A25841900FE153E1012C411C985823DAA25841B2FD687DDA012C4111B55D19DCA25841
57,8,0,2019-07-12 12:41:07+02,2019-07-12 12:41:47+02,34423,34430,40,40,1,01020000206A0800000400000034AF641610022C4179668757D0A258411FAC236FF6012C4153F47659CFA2584124B56607FC012C41624F389BD4A25841EEE5CF3CF1012C41FBD75ACAD4A25841
58,8,0,2019-07-12 13:10:22+02,2019-07-12 13:36:27+02,34717,35029,1565,6699,4.28,01020000206A08000039000000B25FD2BB74012C41520E1F9BDBA2584196D111515C012C41C49C6E25D7A25841CAD7BBD93F012C41D939F3E8D5A258414AA6A79801002C41823D14D4D6A258419540D0BBD4FF2B41AD4C61F2D8A25841468BD51BB1FF2B4187E3B726D6A25841C20D8566D1FF2B415CE1205DC1A2584116A446C7DAFF2B418F2FCFB195A258417DCAD9D20BFF2B41FF6F22DD69A25841B8B5A763F7FE2B41B00CCAB841A25841374785C700FF2B41B0188C2E13A25841D1F8AE46CEFE2B4173EA23E705A25841084B92EF0BFE2B418476E52FF1A158417800C579DFFD2B4123C5AAC4E4A158417792122AA9F92B41EE468EA2ABA15841DA0873B8D6F72B416292938095A15841378ECE848AF72B41D966C66D94A15841B7669368DAF52B41732796247FA158413DD60F2D1AF42B41120F189F65A15841680CD5E696F32B41C57580535BA158415EDD45F5EAF12B4125A92F1745A15841B97B3A6D31F12B415542958F3FA1584178FB1F387CEE2B41AFB9295C1EA15841A3FE0538F5EC2B410F4F578F0FA15841920964F753EC2B41CFE9A8B303A15841107F4A8D36EB2B418AE7212B01A15841178AA8F601EB2B418550F6E400A1584106AB9876DEEA2B4116B8AE2305A15841836ADE6CCCEA2B410B22F5A90AA158417D96DDC04FEA2B41697292640CA158411DE8473B5CE92B41425E0D0609A158416A4572E52EE92B41CF4F28C80DA1584139575286B7E82B41194583670DA158411608E7A34EE82B41B60A08970FA1584104F60B31D2E62B410B7CB3E61CA15841426440D81EE62B419A775EDE26A158415AE813E852E52B41A604FE7335A15841F5FDC02633E52B41455AD9553BA15841C88F540870E42B41ED21624F49A1584169E003DEB9E32B410E09BC5E60A15841A969E1FA6AE32B4186163A3765A1584144E0557159E22B41FA6620208EA158412D9307F65DE12B41FEC41C43C3A158413093B9A749E12B41858ADD7FC8A15841190D6A665FE12B41954A1D4CCCA15841545C0E78FDE02B4138692923DFA158416449463D3CE02B414B6CF82C24A25841113F2CBB03E02B416123C3C126A2584124964FB604E02B41CAD2FC8E2FA2584111BB64885BDF2B4116ED37035EA25841C232F93B10DF2B416DD2DA4C61A258414B716F5D34DE2B4188FCAC8C63A25841CE70CA60ADDD2B4127FD59F361A2584189FC8ED4BCDC2B4169A6B19E5AA2584192F2C33CA0DC2B4144205CAC5CA258412FCCBAAC98DC2B415FE11DFC67A2584181D582EACEDC2B41375D09138DA25841
59,12,0,2019-07-15 08:50:37+02,2019-07-15 08:53:12+02,35449,35456,155,49,0.32,01020000206A080000020000003CAF0413F1E62B41BB2D7DDF34A05841EB65338A08E72B41DD3D63FB28A05841
60,12,0,2019-07-15 09:01:42+02,2019-07-15 14:38:47+02,35467,35714,20225,12872,0.64,01020000206A0800004C000000902D8750CEE62B416AC49B5226A05841B8603A4A06E72B4129041F392FA05841E319C18040E72B415F73C10730A05841172B7B9049E72B41DE74A80F37A05841D059D3983CE72B415C2EB04F3BA058411633EE244DE72B41A7BAAF8A46A0584165713A4AACE72B417EECDDB4579F58411F01BFEBD0E72B4154883030539F58418C187DDD84E82B4140789285549F5841FA682CC704E92B41BB7818AD509F5841107C6B8E65E92B4139AC625F519F584161738EADACEA2B41D1D69A25419F58416BF39861CFEA2B4123820E5CF09E58416863251EA9EA2B413F8D0644E09E5841C8541522D5EA2B4173F51EDFD69E5841D09E1C75E5EA2B41D7880256B89E584183FBE04F4AED2B4184CB9E23B99E5841940B3AAF0FEE2B4166CEA775C49E5841C7010876E3EF2B41A1BA6CCAE59E584146268EF0D6F02B41ABBECF78FC9E5841118C55E922F22B4158856E8A229F584196756C1B05F32B41CD374E93419F5841CE03F0A094F82B413DA4A0D538A058412A568C31F6FB2B41DA062E8DEBA058414CB25CD9FFFC2B4149783D9018A15841B09E793D1AFE2B41171F1EE641A15841CCCDF40AB1FE2B41F7DA09FD54A15841A8F76442FBFF2B41ABB4361279A15841CB8106F852032C413D6716EACBA15841A4B60BCAE4042C412B83429DFBA1584114C7EF0FED052C41F60DC8DC08A25841FFCF4A408A0A2C4163E6164307A258415B35D3EA770B2C4132B5C2E8EFA158419E28D65AF90B2C41F8216B88DAA1584121BFB925540C2C4126A5FA00C1A1584158CD88B6730C2C41146115FBA1A158414A93A61E4E0C2C41F2F38A7C88A15841CECF24A9640C2C41188A568E7AA158413E07039B950C2C415AD9B4D56CA15841F016FE14A50C2C41024983DF5EA158419CC1CCFF960C2C41778CD0EA41A158419EF333EDA00C2C41C90EECED29A15841A2F0A633F20C2C415FBC5ADFF5A05841D42F91761A0D2C415BF28C13EBA05841187AB689580D2C4161FD6020DFA05841D5AEF1D5BC0D2C41A035B239D4A05841AE10471A230F2C41A4570CEDBBA05841F3BD1026B30F2C41697D187DB8A05841CEF805D6E4102C41C6EC2E5ABFA05841EACCE46B73112C41D2C85E0EB5A0584125934FA2B5112C4178CDA105A1A0584190AA5831D6112C4153DEBC9D8AA05841CA2F394933122C41B909B6E777A0584137544EFBC2122C41A4329FA66AA05841C285EE8F69132C418D9E6C9063A058415C7610420F142C41A38D0B0F66A05841D6EE3E90B9142C41C6CA7E3D65A05841FCEAD6D2FB152C413B5DC30953A0584101B24219A3162C41DEF8FDFB4FA058412D18A9194E172C41E88D7F7E4FA058418C9D2AB19B182C41CFA9C96645A05841F4A83D823D192C4189C5FB993DA0584195C2DFFCC81A2C41A757E21237A05841587C1B14F91A2C415E9C127238A05841EB173DC93B1C2C41333D99212CA0584117B738649B1C2C4116BB960924A058412D6E82EA731E2C4147BAD0672AA058417601DEEE541F2C413575F8D529A05841D687A0864A202C41FA308E0B31A05841DE6061404E212C413D8FEDBB33A0584168DFBCE3CF212C41448BACB137A05841EA95B5E3D0272C4128969DF735A05841864D8A64D8272C41B3D4C54041A05841BEF078ED53282C4127BCD55151A058417C4874AA50282C41F92EA21C58A058418EC3CA051B282C412ADC9A7B5BA05841
61,12,0,2019-07-15 14:43:22+02,2019-07-15 14:47:47+02,35763,35816,265,1621,6.12,01020000206A08000014000000F70D95A71A282C41DDB703DA5BA058415680DB1C38282C415EF214BE58A058417A57B6EA5D282C417C0CEC6B59A0584183EBB70EB0282C41DD50DD574BA0584123263642DE282C41AFF5B54E3EA0584112D941C085292C41245CF15228A05841BEBE4314362A2C41A8BE806A0AA05841280538A0FF2A2C41DDFFBBE1F09F5841FD151A188C2B2C41A58ECC52D89F58415483A0E3BD2B2C4193BD96D9C89F58417E9FD751DC2B2C4166426518BB9F5841C13FF643B12B2C418FB2F8E34F9F5841D4EB87B04F2B2C41F8FA72E6339F5841E30AAA4E132B2C418904E1082C9F584174BAE47B0D2B2C41255602EC1A9F5841BE843C14CD2A2C4188579F2A0B9F5841E35CFF6DD22A2C413417C8F7089F5841E6F03B72EB2A2C41C040F5080E9F58419088B7B4EA2A2C416B3E3F6E129F58416282E60A032B2C41803606A9119F5841
62,12,0,2019-07-15 14:50:17+02,2019-07-15 14:53:32+02,35845,35884,195,1554,7.97,01020000206A0800000F00000070144B11D12A2C41DC77A125099F5841B51A89B5102B2C41B8F31E00179F5841CA9F8A7E1D2B2C411C8D3A3F2B9F584137B783A15A2B2C4125947522349F5841EB453E74BA2B2C41958BD7D64F9F5841606831DFF42B2C41FC0DE831B39F5841F898872AAE2B2C418CCA3437CF9F5841F594084F752B2C41EF9034BBDD9F5841B056E5E7DD2A2C4174E774DCF79F58411D51B0F87B2A2C413D48F86903A0584142BE1ACDC6292C41C75545D620A05841795E76BA1F292C41901E3F4436A05841BD29CF308F282C412A24D0C055A05841210A2D704F282C4109EB7C8F5AA05841763D2FEE33282C413E8195875AA05841
63,12,0,2019-07-15 16:35:37+02,2019-07-16 04:27:54+02,36786,36956,42737,9417,0.22,01020000206A08000033000000EACA9A5A05282C412EDDADEE5DA058414269194800282C41D56485F037A0584129F67D3726212C41DE3C556F34A05841A75E0794201F2C41C612D0CB27A05841E472D205A71E2C415452DE7929A058418E4D68643C1E2C41191466F42DA05841D6B207665B1C2C41BA3FA1CC28A05841E257CC3CFE1B2C4109D79F6E32A05841766FC26D1C1B2C41152213243DA058410AFF2F1573192C416A6F390B3FA05841C309F33975172C41E4A2A40E51A05841F26931121C162C4192BFDC2451A058419583E57CE5142C415DCE47235FA0584148590AD698132C41D27750BC5CA058416C4F9C90FA122C41B1F41D2A63A058416B859C0F71122C41D8CDCD236CA058414835ABB40F122C413E0569C676A0584143980407F6112C41C45C37B68FA05841FAF198D8AA112C41C511817EA9A0584199C22F261F112C4151410776B7A0584166975AB481102C41B468B064B6A05841E1A23166E50F2C4179757F3AB2A05841A66A24484A0F2C41223B17D2B6A05841522D4211A60D2C41FB3C28E7D6A058411D11E9A8210D2C41D31414B8E9A05841B1DA5263090D2C4172681CA4F2A05841EBC19EA5AD0C2C412A495B2C39A158417F1CEBCBBB0C2C415B7C00CA63A158411BC84E7E6D0C2C4189A9204F81A1584189F4D13C710C2C4174CF73DD8FA158413F350B1F940C2C414E9A870AA5A158415F34CC7E8C0C2C4118E99909B3A158419621E8B7350C2C412E24F9E3D0A158414C927D9BED0B2C412264E1F1DFA1584130E5EB38850B2C4196AD492EEFA158418C6E2112090B2C413CDA9EFCFCA15841A6243F87EF092C411BDB2D0412A25841A81687F058092C41AE551C4519A258410498C0016B072C41D2A94D0215A25841184C668727072C41323B41DBAEA2584161B99C2142072C410FFD0739E4A258410E9EEA4E37072C416813C1C656A3584166F3FBEB2A072C419704E9B275A35841C8C1469308072C413533717A94A358419F42746B30072C41735EFE4E72A4584118998C6177032C41BCA5E68773A45841A32DF4E78CFF2B41ACD2E5B956A458413852D6D074FD2B410962CFB24AA45841B8CED3B1FFFC2B41EDFEE63F46A4584179084A98DFFC2B41FC2CDBA748A45841802A6173ACFC2B41D8BD782554A45841
64,12,0,2019-07-16 06:39:08+02,2019-07-16 06:40:03+02,38470,38477,55,98,1.78,01020000206A0800000400000066A428DDFDFC2B4147C3EAB95BA45841ECF55E34A4FC2B414D7DC27856A458417AE9C537ABFC2B41DEA864375DA45841F44D4D67B1FC2B413CDC04F757A45841
65,12,0,2019-07-16 06:40:38+02,2019-07-16 06:58:13+02,38484,38692,1055,5984,5.67,01020000206A0800001F0000005DFA3218B4FC2B414CBAD7C556A45841E23A6D92ACFC2B41C0A5119555A45841285BAA4B47FC2B41BB4B94E977A45841CB16FBFDE2FA2B41B82057E172A458419515982249FA2B413C9E7ABB5FA458414CEC43FFC0F82B41BFCE8C1526A4584146EF008959F22B417590AD3A4DA35841BC3F71D180EE2B41915FE183D0A258410BB4A4BEA4ED2B41DC3871D3BDA25841C0BB417F9CEA2B4141ED24C282A25841BA230C7C34E92B418D2CD8AF67A258418C5C850619E92B41B5BE918567A25841C670EED099E82B419F10FACF5BA25841643C23E86AE82B41B2F2FB9A3DA25841E7D127C0A3E82B419793A33333A25841E7B966C791E82B417278A3262DA258415C5451858CE82B41DE4D4F5108A2584190EA33BD9EE82B41F031561203A25841C2C3575EADE82B41A35CD185B7A15841E912C50BDBE82B4154A4A3546EA158414615362CD1E82B41443C777666A15841472CFC33F9E82B4142C72BA90EA15841226967781EE92B413B3B725FECA058411FF884E13EE92B412ED05D1F9EA0584146133CE122E92B410668509593A058412B375860D7E82B410F962E198DA05841927892B3E7E72B418A0984E78AA058411F71A73376E72B41A083E35D85A05841A6BA8EF92EE72B41FFE19CC77AA058411A12485B1AE72B41A35570376DA0584154AE757231E72B4174FA83E128A05841
68,12,0,2019-07-16 13:52:12+02,2019-07-16 14:17:41+02,38924,39176,1529,12833,8.39,01020000206A08000055000000B59390A09CE62B41936C26972CA058417F8097EDE0E62B41BBEA86EB1AA05841972219F8D3E62B41E9FAA8661AA05841B08823483DE72B41D7743B5B1DA05841642D402849E72B41BA447A361AA0584164E777147BE72B4119DBB809CC9F5841529CEB3BA5E72B417E943387599F5841E282B215CEE72B419F4E8EDC559F5841ABA7BD559AE82B4136316770579F5841D1EB054581EA2B41EB5320174D9F58419F3E025F9CEA2B416D3EA75A419F58410F6760E1B8EA2B41CAD04337F09E5841C56BBA0496EA2B4148700FA8E89E58419B150E089DEA2B4155EB1E6DDF9E58418AF26D5CC2EA2B41A8AB3183D69E58411B281986DBEA2B4115762659B69E584141BBBDC2D9EA2B4101A4F069B09E58414C449F0CC5EA2B41000EA097AD9E584188CEB81313EC2B41B86F9B68AA9E58416503EDC58DED2B41B5C59E81BD9E5841DA7772EF12EF2B4163D1C74CD69E58414B698A50AFF02B4188E991DFF89E58414D3B894F21F22B4194DC48B3219F58417AC18D36EDF22B41B4ABBE063D9F584125666D7C85F62B417BB59080DB9F58411B166A2CADF82B4187059FC63EA0584130BA8BA196FB2B4198560F3EDDA058414279542C73FD2B41126470202BA158410015B17982FE2B4157DFA5224FA15841C38E930D4F002C4107B168A281A15841A452D85065032C417B973EAECEA15841D8EE9B8000052C41BB6F669BFEA15841F700802E0B062C4193FA3CAE0BA258413640087C68062C418D96D2C415A25841701AF3DC85072C411E8058AC12A258410509F6562A092C41C65F342819A2584144651C91B4092C4109DBC9DB14A258415B7B1EE93E0A2C41656791700CA25841B9BD27BD1B0B2C41DF6A84F7F9A15841D1C9E42AA30B2C41E5710157E9A15841B0102D93DE0B2C41C4A77D5EDFA15841D2E252FC3D0C2C41B7FE78F6C8A158419CB423F25D0C2C419B5BEC12BBA158414ECF41F9710C2C41D8189834A7A15841A148E7454A0C2C4168D4113188A15841ACE3B9BE5C0C2C41B184A7C07AA158413EFD2D12900C2C41BBF501F36CA158417E2BA5279F0C2C4190F1D4855EA1584192F5C4C08C0C2C4164DE2D9A3AA1584164912795950C2C41133B380E2CA158416954C199D70C2C414082AA0FFAA0584175D947550E0D2C418BC8A67EE9A05841B01C15196A0D2C4158EF287BDAA058410DF7DDC3EA0D2C4140B0C255CFA05841B0A4D2E2020F2C4172B857CDBCA0584155E4F55A970F2C4192A9F19FB7A0584112579DE9BC102C412ED73BC2BEA058419F0693D946112C41CE2C40D7B8A05841A8296DF4A2112C4106073186AAA058410F3E8F2AEA112C4193B1BBF183A05841C4677B424E122C4150D3135973A0584170AD13FCD5122C413F2ECA5368A05841FC2A303969132C4113FC01FD61A05841D9F26ADE04142C4152230BCF64A0584186C3DD5DA6142C41D9EB948D64A058410A86CCE03A152C41A05CE76E5DA058413A7B5F5ABC152C41560E362554A05841EA3B273F47162C417D89959A4EA0584142BE354A7B172C414C59BF2A4EA0584128614EA893182C410E99831645A05841D22E780C9E192C415C20C4CE36A05841162A1563BC1A2C4130B9FF3A36A05841F5FF5166D71A2C41573301AD3BA058417A2129E4B91C2C41EBAE3F7126A05841B4C93FAC231E2C41D53BC3552DA058416C3FD60D871E2C41FB48D18B28A058418C4BE47C721F2C41432F4F3528A05841087980C4DC1F2C41EB30734B2CA05841A6A1475143212C41254DD6A531A05841B27E9CD722222C411365970939A05841E4F24AC4CD272C41EA713B972EA05841935717F5D2272C41230DF3303FA058410364B76B01282C412E53F62147A05841402D83C854282C413676772A50A058416EEC136051282C4116F47D7757A05841
69,12,0,2019-07-17 04:33:15+02,2019-07-17 04:37:45+02,40585,40639,270,1537,5.69,01020000206A080000100000004551EF6E39282C418D125BF855A05841BAF0003B5E282C411B007A8156A058414D55212F78282C412EA545D352A05841564900D5FD282C410300D19336A05841AA4C609D99292C41DDB0B60A23A05841431BA7533B2A2C414D784BA907A05841F26F1726F92A2C41985E029FF09F5841FE235EA6842B2C41A862D5C7D79F5841E0FE01C8D22B2C41D16D048BBA9F584156AB72E5C02B2C41A404670B529F58414EF460D16C2B2C41C7EA6856389F58412B9E74530D2B2C41935B0A23299F5841F1B41C5B0A2B2C4195228EDC1A9F58410E26B851F52A2C4116AB25E5129F5841E465547FFF2A2C4175EB413A119F5841455A17C4E52A2C4141ED8244089F5841
70,12,0,2019-07-17 04:59:45+02,2019-07-17 05:17:30+02,40767,40980,1065,10297,9.67,01020000206A080000510000004C1E0A13F82A2C4144B6B184119F5841823441A2972A2C4103B183DE029F584128CF3E61262A2C41C19C79ABE69E58410BBF467B252A2C41636A1698C29E5841CFF619C85F2A2C41DB9ED4D0B19E58412E2CBE3B5E2A2C41B7EAC9FA669E5841621DC8C0412A2C4134877B27579E5841A44FE210C7292C4140BA760F399E584120FFF82BF9292C41CCB4D5EF199E5841763B8CC785282C41CA515313EB9D58413779AF5C82252C41B6FA90F2DB9D584169E55851F7252C41C186DEB1129E58418CFC428CF6252C41F82EFF08199E5841D4C47C909D252C41FF459D6B399E5841331D4FF239252C413A840B31519E5841E5875F0E25252C416C105091749E58414A5BE17CF3242C411D571EC4889E58410A6441D697242C4127F1688B9C9E58417BA2854316242C41153A4D48AD9E5841BFCD24237D232C41DDFC9C67B89E5841C1F11FA8F0222C4160C54DF3129F5841E0840070A9222C411FF60FAA5E9F5841A78854F820222C41B0511BAB709F58414C38248629212C4152EB94268D9F584189AFD79241202C411EBB30789F9F5841FCE5F4D2F81E2C418466D2A0C29F58415E8FE8DAC51D2C41F7419254EA9F5841304D5262821D2C41373B452EFC9F584128BA8A68181D2C418FF4414B0AA058414C655D07F51B2C41A7B06E441FA05841CC9D7FB7631B2C41A61E3BE628A05841087165F3291A2C41ED5E6F3034A05841FFF2AD53F5182C413C7DBBF749A058418A0050224E182C416CFAC15351A05841594BCC07A6172C41CAED1E5E56A05841036F905549162C41B943593E53A0584164A7FAA8AB152C41562682525AA0584108CE6C5513152C41C31B979066A05841F61A317068142C41A301C78968A05841E8CEA880C3132C41EB879C3665A05841DDD1153126132C41D495FF6966A058419A4AE9A88E122C412718EBF46EA058411C21649412122C418CF749327EA05841C66BA4F3CE112C4137EE29AB91A058415ACAA558B2112C419339AE25A6A05841624B42CA83112C413055C665B7A058411D73D533F8102C412B6F2470BFA058413E072424C50F2C41876CC0CCB8A05841F54D337A2B0F2C411ABF88F6BBA05841285A6701A30D2C41FC36A589D7A058415016F806370D2C410D74B2A7E3A05841329034E3F10C2C41E60A4334F4A058411AFC17D3D70C2C41CBE2645005A15841DC6162159F0C2C41CFD1AD0136A158412072939FA90C2C4188A66ED467A15841B7EADFF75C0C2C414CE3D8857FA15841204EB1F2590C2C41E3E7CE0E8CA15841E393E201830C2C41BC178CC79FA1584178A3BDC97B0C2C4157114BADB4A15841E08D2B7C500C2C4122DB5D78C7A15841E9153818120C2C41A688ED34D9A1584180536EC9770B2C4126ED394CF1A15841A44191718D0A2C411E575B0408A2584193B8F8E0040A2C41F3C40C8E11A25841725E17426F092C41EC61301719A25841C414516ACD082C41AAF0F0CF19A25841F4DFEF3726082C410988074C16A25841BACDA36580072C41397AB25515A25841611DE0E0E1062C41CDDA994617A25841DD392C3D27052C419F7CB5CF25A2584108ABD69ADD042C415129D5882AA2584134FDEDDE30042C4114530EAA2DA258413893C099FDFF2B418FAE78A451A25841ECB6C80C25FF2B41977BE3A55AA25841FE3C7FA516FF2B41103BDE3B60A2584144C1289A25FF2B418DF2D2376DA25841E2BBA7A6A4FF2B41952BD0158BA25841DEC4AC3CB1FF2B417A99F07FBCA25841AE2F26EE93FF2B4176F27D62D8A25841AE11465B1FFF2B413122F05AD9A258417167F61BF7FD2B41BAA16E03ECA25841
71,12,0,2019-07-17 05:18:05+02,2019-07-17 08:01:09+02,40987,41058,9784,557,0.06,01020000206A0800000C00000066601BB0EEFD2B41970F7916EDA258418A94EB90E9FD2B41FBD51D79EFA2584120A4B91B1BFE2B41F100A58AECA258417E63E31634FE2B4103CC59DDF0A2584110C10272B1FE2B411A0FE2BAF8A258412C47BCE8C4FE2B41ED7321C80FA35841E8D89DE1EAFE2B41D51030CF0FA35841177C95CEEEFE2B4130F4F45A16A3584138EE22840DFF2B41C095D0CB1AA358410425796EB2002C411925E21125A35841DDCD421DF2002C418F5AFA9B29A358417CBA7060FE002C41EC4F2C0D26A35841
72,12,0,2019-07-17 08:08:44+02,2019-07-17 08:13:54+02,41149,41211,310,394,1.27,01020000206A0800000D000000EBFD6330A9002C415F3B6C3035A358414A12AFA49C002C41BE77662934A358413DC44231A0002C414A7A377236A3584106C2938BA6002C41132A165834A35841545F61958E002C41029368CB34A358417850FA726C002C41CEB7606E30A358413DBF104E05002C4153907E812CA35841AE6EB3D755FF2B413064329B29A35841D8F94051DEFE2B41E20E64EA29A358413E4526A27CFE2B418310F1B91DA35841E2A119306DFE2B4151383F0719A35841F1A3A6757DFE2B41AF1ACD4F13A358413529A40368FE2B41AC7CAA6410A35841
